title,price,address,area,bedrooms,bathrooms,parking,stratum,property_type,operation,amenities,contact,property_url,images
"Apartamento en arriendo en hayuelos, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-hayuelos-bogota/192892398,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd743ccf925_infocdn__94cjpyehowssfxrypylhongemejdfetny2dg63rjjpg.jpg
"Apartamento en arriendo en hayuelos, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-hayuelos-bogota/192892398,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd743ccf925_infocdn__94cjpyehowssfxrypylhongemejdfetny2dg63rjjpg.jpg
"Apartamento en arriendo en lagos de cordoba, bogotá",,,37 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-cordoba-bogota/192893442,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cda1f1457f6_infocdn__k0et78p6qnbimbakrzrqjllnzo7pextadfyc2dekjpg.jpg
"Apartamento en arriendo en lagos de cordoba, bogotá",,,37 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-cordoba-bogota/192893442,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cda1f1457f6_infocdn__k0et78p6qnbimbakrzrqjllnzo7pextadfyc2dekjpg.jpg
"Apartamento en arriendo en centro internacional, bogotá",,,42 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-centro-internacional-bogota/192881381,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9eb1b7d576_infocdn__dst0eevawcun4vv83q5vhai8s4cwwdepz8gjpu1qpng.png
"Apartamento en arriendo en centro internacional, bogotá",,,42 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-centro-internacional-bogota/192881381,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9eb1b7d576_infocdn__dst0eevawcun4vv83q5vhai8s4cwwdepz8gjpu1qpng.png
"Apartamento en arriendo en alameda, bogotá",,,40 m²,,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet,3138099598,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alameda-bogota/192873809,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8638094931_infocdn__pafemqijlyroaabnwgxrqzeg1v4nagfgbtfl4ufjjpg.jpg
"Apartamento en arriendo en alameda, bogotá",,,40 m²,,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet,3138099598,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alameda-bogota/192873809,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8638094931_infocdn__pafemqijlyroaabnwgxrqzeg1v4nagfgbtfl4ufjjpg.jpg
"Apartamento en arriendo en chapinero, bogotá",,,30 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192884925,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cddf5556ba1_infocdn__bv2l5yzoaj3dm2joczbbhyxryxgiumycjzfpvsq6jpg.jpg
"Apartamento en arriendo en chapinero, bogotá",,,30 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192884925,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cddf5556ba1_infocdn__bv2l5yzoaj3dm2joczbbhyxryxgiumycjzfpvsq6jpg.jpg
"Apartamento en arriendo en colina campestre, bogotá",,,39 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192871365,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7e99daf0ac_infocdn__gr1011251020250820090204jpeg.jpeg
"Apartamento en arriendo en colina campestre, bogotá",,,39 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192871365,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7e99daf0ac_infocdn__gr1011251020250820090204jpeg.jpeg
"Apartamento en arriendo en niza norte, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-niza-norte-bogota/192889554,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc5886f04e4_infocdn__krbq9dvznpilthifvwbscjmbybrhlsimwgukaoidjpg.jpg
"Apartamento en arriendo en niza norte, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-niza-norte-bogota/192889554,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc5886f04e4_infocdn__krbq9dvznpilthifvwbscjmbybrhlsimwgukaoidjpg.jpg
"Apartamento en arriendo en loma de la doctora, sabaneta",,,42 m²,,2.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Gimnasio; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-loma-de-la-doctora-sabaneta/192880519,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9c0bb61aba_infocdn__kwgekzkksrvknxqy6sgs71dv818ftj96elda7jjojpg.jpg
"Apartamento en arriendo en loma de la doctora, sabaneta",,,42 m²,,2.0,,,Apartamento,ARRIENDO,Balcón; Piscina; Gimnasio; Parqueadero,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-loma-de-la-doctora-sabaneta/192880519,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9c0bb61aba_infocdn__kwgekzkksrvknxqy6sgs71dv818ftj96elda7jjojpg.jpg
"Apartamento en arriendo en alameda, bogotá",,,40 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alameda-bogota/192873869,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8657ac54ee_infocdn__h4paogscxleizzkw82jujlk27wiyrg54rkxus4tyjpg.jpg
"Apartamento en arriendo en alameda, bogotá",,,40 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Vigilancia; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alameda-bogota/192873869,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8657ac54ee_infocdn__h4paogscxleizzkw82jujlk27wiyrg54rkxus4tyjpg.jpg
"Apartamento en arriendo en lagos de cordoba, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-cordoba-bogota/192889671,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc5e1671e88_infocdn__zt4popj8l3g6zurwaapjrw7xkh1v2mgjjzbnggbjjpg.jpg
"Apartamento en arriendo en lagos de cordoba, bogotá",,,39 m²,2,1.0,,,Apartamento,ARRIENDO,,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-lagos-de-cordoba-bogota/192889671,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc5e1671e88_infocdn__zt4popj8l3g6zurwaapjrw7xkh1v2mgjjzbnggbjjpg.jpg
"Apartamento en arriendo en usaquen, bogotá",,,77 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Closet; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-usaquen-bogota/192889207,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc4740b4cb4_infocdn__kvsa6wg9xm8do8dvezblj6gydbjjszf2z4dswomyjpg.jpg
"Apartamento en arriendo en usaquen, bogotá",,,77 m²,2,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Closet; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-usaquen-bogota/192889207,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc4740b4cb4_infocdn__kvsa6wg9xm8do8dvezblj6gydbjjszf2z4dswomyjpg.jpg
"Apartamento en arriendo en barrio cristóbal, medellín",,,42 m²,,1.0,,4,Apartamento,ARRIENDO,Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-barrio-cristobal-medellin/192879231,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9d19776ee5_infocdn__gr-apartamento-en-arriendo-en-bar-1758038273-5446-6136jpeg.jpeg
"Apartamento en arriendo en barrio cristóbal, medellín",,,42 m²,,1.0,,4,Apartamento,ARRIENDO,Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-barrio-cristobal-medellin/192879231,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c9d19776ee5_infocdn__gr-apartamento-en-arriendo-en-bar-1758038273-5446-6136jpeg.jpeg
"Apartamento en arriendo en chapinero, bogotá",,,32 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Closet; Estudio; Loft; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192884608,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb08b909d06_infocdn__gr151571320231128093952jpeg.jpeg
"Apartamento en arriendo en chapinero, bogotá",,,32 m²,,1.0,,,Apartamento,ARRIENDO,Gimnasio; Closet; Estudio; Loft; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192884608,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cb08b909d06_infocdn__gr151571320231128093952jpeg.jpeg
"Apartamento en arriendo en chapinero, bogotá",,,36 m²,,2.0,,,Apartamento,ARRIENDO,Ascensor; Balcón; Parqueadero; Depósito; Estudio,313 296 9136,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192872032,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8335aec171_infocdn__unnamedjpg.jpg
"Apartamento en arriendo en chapinero, bogotá",,,36 m²,,2.0,,,Apartamento,ARRIENDO,Ascensor; Balcón; Parqueadero; Depósito; Estudio,313 296 9136,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chapinero-bogota/192872032,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8335aec171_infocdn__unnamedjpg.jpg
"Apartamento en arriendo en colina campestre, bogotá",,,39 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192871344,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7e9810dbe2_infocdn__gr101125220250820090202jpeg.jpeg
"Apartamento en arriendo en colina campestre, bogotá",,,39 m²,,1.0,,,Apartamento,ARRIENDO,Ascensor; Gimnasio; Vigilancia; Parqueadero; Terraza,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192871344,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7e9810dbe2_infocdn__gr101125220250820090202jpeg.jpeg
"Apartamento en arriendo en gran america, bogotá",,,36 m²,,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gran-america-bogota/192883184,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac718b1490_infocdn__63a311a4499e8jpg.jpg
"Apartamento en arriendo en gran america, bogotá",,,36 m²,,1.0,,,Apartamento,ARRIENDO,Parqueadero; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gran-america-bogota/192883184,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac718b1490_infocdn__63a311a4499e8jpg.jpg
"Apartamento en venta en casa blanca suba, bogotá",,,7 m²,,2.0,,,Apartamento,VENTA,Balcón; Gimnasio; Vigilancia; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-casa-blanca-suba-bogota/192877032,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c96d7268dd9_infocdn__6innp33otijd6i7rpybrqczune2shx5cctfvrun5jpg.jpg
"Apartamento en venta en casa blanca suba, bogotá",,,7 m²,,2.0,,,Apartamento,VENTA,Balcón; Gimnasio; Vigilancia; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-casa-blanca-suba-bogota/192877032,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c96d7268dd9_infocdn__6innp33otijd6i7rpybrqczune2shx5cctfvrun5jpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650,,125 m²,,3.0,,5,Apartamento,VENTA,Gimnasio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192875969,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8bb6f9339a_infocdn__cjb5hsw5cpsijwgt9hlr0hcnuuharubijexesdezjpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650,,125 m²,,3.0,,5,Apartamento,VENTA,Gimnasio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192875969,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c8bb6f9339a_infocdn__cjb5hsw5cpsijwgt9hlr0hcnuuharubijexesdezjpg.jpg
"Apartamento en venta en la calleja, bogotá",,,110 m²,3,4.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192888562,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc2e0fb6816_infocdn__gr458141120250624121825jpeg.jpeg
"Apartamento en venta en la calleja, bogotá",,,110 m²,3,4.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192888562,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc2e0fb6816_infocdn__gr458141120250624121825jpeg.jpeg
"Apartamento en venta en lisboa, bogotá",,,123 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Gimnasio; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-lisboa-bogota/192874671,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c87638d169e_infocdn__gr1011251920250915025817jpeg.jpeg
"Apartamento en venta en lisboa, bogotá",,,123 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Gimnasio; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-lisboa-bogota/192874671,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c87638d169e_infocdn__gr1011251920250915025817jpeg.jpeg
"Apartamento en venta en puente largo, bogotá",,,105 m²,,3.0,,,Apartamento,VENTA,Vigilancia; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192869775,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c71ff196225_infocdn__gr188546320250913065726jpg.jpg
"Apartamento en venta en puente largo, bogotá",,,105 m²,,3.0,,,Apartamento,VENTA,Vigilancia; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-puente-largo-bogota/192869775,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c71ff196225_infocdn__gr188546320250913065726jpg.jpg
"Apartamento en venta en el batán, bogotá",$840.000,,3 m²,4,3.0,2,5,Apartamento,VENTA,Vigilancia; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-batan-bogota/192892706,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd8230458e8_infocdn__kxotg9sohia5ulszkbhf5i92fdjhagiymt0sdzerpng.png
"Apartamento en venta en el batán, bogotá",$840.000,,3 m²,4,3.0,2,5,Apartamento,VENTA,Vigilancia; Parqueadero; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-batan-bogota/192892706,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd8230458e8_infocdn__kxotg9sohia5ulszkbhf5i92fdjhagiymt0sdzerpng.png
"Apartamento en venta en bella suiza, bogotá",,,112 m²,3,3.0,2,,Apartamento,VENTA,Balcón; Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192884161,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc96a36c696_infocdn__56805-1-1758236030jpg.jpg
"Apartamento en venta en bella suiza, bogotá",,,112 m²,3,3.0,2,,Apartamento,VENTA,Balcón; Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192884161,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc96a36c696_infocdn__56805-1-1758236030jpg.jpg
"Apartamento en venta en la calleja, bogotá",,,122 m²,,4.0,9,,Apartamento,VENTA,Ascensor; Balcón; Gimnasio; Parqueadero; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192889067,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc4447b2e9b_infocdn__53351-1-1734405470jpg.jpg
"Apartamento en venta en la calleja, bogotá",,,122 m²,,4.0,9,,Apartamento,VENTA,Ascensor; Balcón; Gimnasio; Parqueadero; Closet; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192889067,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc4447b2e9b_infocdn__53351-1-1734405470jpg.jpg
"Apartamento en venta en la calleja, bogotá",,,98 m²,,2.0,2,,Apartamento,VENTA,Gimnasio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192889072,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd636c47dab_infocdn__48518-8-103158572jpg.jpg
"Apartamento en venta en la calleja, bogotá",,,98 m²,,2.0,2,,Apartamento,VENTA,Gimnasio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-calleja-bogota/192889072,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cd636c47dab_infocdn__48518-8-103158572jpg.jpg
"Apartamento en venta en el nogal, bogotá",,,133 m²,3,2.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-nogal-bogota/192894204,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcaa85e7eb_infocdn__8732-1-1758315887jpg.jpg
"Apartamento en venta en el nogal, bogotá",,,133 m²,3,2.0,1,,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-nogal-bogota/192894204,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cdcaa85e7eb_infocdn__8732-1-1758315887jpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650.000.000,,115 m²,3,3.0,2,5,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192890735,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc8b711aee5_infocdn__gr50793120250918053017jpg.jpg
"Apartamento en venta en colina campestre, bogotá",$650.000.000,,115 m²,3,3.0,2,5,Apartamento,VENTA,Ascensor; Vigilancia; Parqueadero; Depósito; Estudio,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192890735,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc8b711aee5_infocdn__gr50793120250918053017jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,134 m²,,3.0,,,Apartamento,VENTA,Piscina; Gimnasio; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192886862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc5006f40c_infocdn__56809-1-1758163569jpg.jpg
"Apartamento en venta en colina campestre, bogotá",,,134 m²,,3.0,,,Apartamento,VENTA,Piscina; Gimnasio; Parqueadero; Depósito; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-colina-campestre-bogota/192886862,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ccc5006f40c_infocdn__56809-1-1758163569jpg.jpg
"Apartamento en venta en nicolas de federman, bogotá",,,97 m²,3,2.0,,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-nicolas-de-federman-bogota/192869837,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250914022558.png
"Apartamento en venta en nicolas de federman, bogotá",,,97 m²,3,2.0,,,Apartamento,VENTA,Ascensor; Parqueadero; Depósito,,https://www.fincaraiz.com.co/apartamento-en-venta-en-nicolas-de-federman-bogota/192869837,https://cdn4.fincaraiz.com.co/gen-ai/th.outside384x275.enhanced_image_20250914022558.png
"Apartamento en venta en chico norte, bogotá",,,144 m²,,3.0,,,Apartamento,VENTA,Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-norte-bogota/192885454,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6c1093067_infocdn__714503511-1-1758144338jpg.jpg
"Apartamento en venta en chico norte, bogotá",,,144 m²,,3.0,,,Apartamento,VENTA,Parqueadero; Estudio; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-norte-bogota/192885454,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cc6c1093067_infocdn__714503511-1-1758144338jpg.jpg
"Apartamento en venta en bella suiza, bogotá",,,115 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192871399,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7f42cc36e8_infocdn__gr1011251020250722083225jpeg.jpeg
"Apartamento en venta en bella suiza, bogotá",,,115 m²,,3.0,,,Apartamento,VENTA,Ascensor; Balcón; Vigilancia; Depósito; Terraza,,https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192871399,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c7f42cc36e8_infocdn__gr1011251020250722083225jpeg.jpeg
"Apartamento en venta en santa barbara central, bogotá",,,100 m²,3,2.0,,5,Apartamento,VENTA,Vigilancia; Parqueadero; Closet,,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-central-bogota/192883165,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68cac60d6ea7c_infocdn__101419-1-1752372149jpg.jpg
